"Үзүүлэлт","year","value"
"Нүүрс","2019-12",757.1
"Нефть, нефтийн бүтээгдэхүүн","2019-12",47.8
"Жонш, жоншны баяжмал","2019-12",67.7
"Зэс болон молибдений баяжмал","2019-12",52
"Төмрийн хүдэр","2019-12",702.8
"Цайрын баяжмал","2019-12",11.2
"Бусад","2019-12",6.6
"Барилгын материал","2019-12",168.8
"Мод, модон материал","2019-12",11
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2019-12",18
"Түргэн муудах бүтээгдэхүүн","2019-12",0.4
"ХАА-н гаралтай бүтээгдэхүүн","2019-12",44.6
"Хар төмөр (хаягдал, рельс г.м)","2019-12",10.4
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2019-12",1.9
"Бусад","2019-12",48.1
"Зорчигчид, мянган хүн","2019-12",222
"Зорчигчид, мянган хүн - олон улсад зорчсон","2019-12",5.8
"Зорчигчид, мянган хүн - дотоодод зорчсон","2019-12",216.2
"Зорчигч эргэлт, сая хүн километр","2019-12",83.5
"Шилжүүлсэн сая тонн километр","2019-12",1655.1
"Тээврийн орлого, сая төгрөг","2019-12",62004.1
"Тээсэн ачаа, мянган тонн","2019",28143
"Тээсэн ачаа, мянган тонн - дотоодод","2019",11091.1
"Тээсэн ачаа, мянган тонн - гаргалт","2019",10218.5
"Тээсэн ачаа, мянган тонн - оруулалт","2019",2937.8
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2019",3895.6
"Ачаа эргэлт, сая тонн километр","2019",17384.1
"Ачаа эргэлт, сая тонн километр - дотоодын","2019",3153.8
"Ачаа эргэлт, сая тонн километр - гаргалт","2019",8397.7
"Ачаа эргэлт, сая тонн километр - оруулалт","2019",1508.5
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2019",4324.1
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2019",21309.6
"Уул уурхайн бүтээгдэхүүн","2019",17721.5
"Нүүрс","2019",8550.3
"Нефть, нефтийн бүтээгдэхүүн","2019",564.7
"Жонш, жоншны баяжмал","2019",679.7
"Зэс болон молибдений баяжмал","2019",651.8
"Төмрийн хүдэр","2019",7111.6
"Цайрын баяжмал","2019",133.2
"Бусад","2019",30.1
"Барилгын материал","2019",2115
"Мод, модон материал","2019",123.5
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2019",200.6
"Түргэн муудах бүтээгдэхүүн","2019",11
"ХАА-н гаралтай бүтээгдэхүүн","2019",313.5
"Хар төмөр (хаягдал, рельс г.м)","2019",258.2
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2019",30.7
"Бусад","2019",535.6
"Зорчигчид, мянган хүн","2019",2948
"Зорчигчид, мянган хүн - олон улсад зорчсон","2019",113.3
"Зорчигчид, мянган хүн - дотоодод зорчсон","2019",2834.6
"Зорчигч эргэлт, сая хүн километр","2019",1111.5
"Шилжүүлсэн сая тонн километр","2019",18495.6
"Тээврийн орлого, сая төгрөг","2019",708624.2
"Тээсэн ачаа, мянган тонн","2020-01",2448.28
"Тээсэн ачаа, мянган тонн - дотоодод","2020-01",826.11
"Тээсэн ачаа, мянган тонн - гаргалт","2020-01",1064.25
"Тээсэн ачаа, мянган тонн - оруулалт","2020-01",264.57
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-01",293.36
"Ачаа эргэлт, сая тонн километр","2020-01",1573.03
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-01",214.32
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-01",902.31
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-01",130.78
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-01",325.63
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-01",1890.36
"Уул уурхайн бүтээгдэхүүн","2020-01",1785.05
"Нүүрс","2020-01",831.24
"Нефть, нефтийн бүтээгдэхүүн","2020-01",45.36
"Жонш, жоншны баяжмал","2020-01",46.36
"Зэс болон молибдений баяжмал","2020-01",54.96
"Төмрийн хүдэр","2020-01",791.4
"Цайрын баяжмал","2020-01",12.79
"Бусад","2020-01",2.94
"Барилгын материал","2020-01",24.15
"Мод, модон материал","2020-01",7.6
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-01",17.2
"Түргэн муудах бүтээгдэхүүн","2020-01",0.27
"ХАА-н гаралтай бүтээгдэхүүн","2020-01",19.24
"Хар төмөр (хаягдал, рельс г.м)","2020-01",8.95
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-01",1.05
"Бусад","2020-01",26.85
"Зорчигчид, мянган хүн","2020-01",241.92
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-01",5.85
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-01",236.07
"Зорчигч эргэлт, сая хүн километр","2020-01",91.43
"Шилжүүлсэн сая тонн километр","2020-01",1664.46
"Тээврийн орлого, сая төгрөг","2020-01",62026.33
"Тээсэн ачаа, мянган тонн","2020-02",2286.02
"Тээсэн ачаа, мянган тонн - дотоодод","2020-02",853.33
"Тээсэн ачаа, мянган тонн - гаргалт","2020-02",1017.7
"Тээсэн ачаа, мянган тонн - оруулалт","2020-02",161.5
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-02",253.49
"Ачаа эргэлт, сая тонн километр","2020-02",1384.38
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-02",214.03
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-02",808.63
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-02",80.35
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-02",281.37
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-02",1871.03
"Уул уурхайн бүтээгдэхүүн","2020-02",1770.06
"Нүүрс","2020-02",931.58
"Нефть, нефтийн бүтээгдэхүүн","2020-02",46.22
"Жонш, жоншны баяжмал","2020-02",36.31
"Зэс болон молибдений баяжмал","2020-02",52.53
"Төмрийн хүдэр","2020-02",687.41
"Цайрын баяжмал","2020-02",13.7
"Бусад","2020-02",2.3
"Барилгын материал","2020-02",29.87
"Мод, модон материал","2020-02",5.39
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-02",14.49
"Түргэн муудах бүтээгдэхүүн","2020-02",0
"ХАА-н гаралтай бүтээгдэхүүн","2020-02",14.5
"Хар төмөр (хаягдал, рельс г.м)","2020-02",8.62
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-02",0.49
"Бусад","2020-02",27.61
"Зорчигчид, мянган хүн","2020-02",103.87
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-02",2.57
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-02",101.31
"Зорчигч эргэлт, сая хүн километр","2020-02",29.65
"Шилжүүлсэн сая тонн километр","2020-02",1414.03
"Тээврийн орлого, сая төгрөг","2020-02",53025.6
"Тээсэн ачаа, мянган тонн","2020-I",7090.43
"Тээсэн ачаа, мянган тонн - дотоодод","2020-I",2537.54
"Тээсэн ачаа, мянган тонн - гаргалт","2020-I",3099.52
"Тээсэн ачаа, мянган тонн - оруулалт","2020-I",615.29
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-I",838.08
"Ачаа эргэлт, сая тонн километр","2020-I",4447
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-I",673.9
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-I",2533.91
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-I",308.91
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-I",930.27
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-I",5637.06
"Уул уурхайн бүтээгдэхүүн","2020-I",5212.63
"Нүүрс","2020-I",2614.66
"Нефть, нефтийн бүтээгдэхүүн","2020-I",131.77
"Жонш, жоншны баяжмал","2020-I",130.15
"Зэс болон молибдений баяжмал","2020-I",160.52
"Төмрийн хүдэр","2020-I",2117.69
"Цайрын баяжмал","2020-I",36.96
"Бусад","2020-I",20.88
"Барилгын материал","2020-I",129.64
"Мод, модон материал","2020-I",25.16
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-I",45.65
"Түргэн муудах бүтээгдэхүүн","2020-I",0.71
"ХАА-н гаралтай бүтээгдэхүүн","2020-I",63.33
"Хар төмөр (хаягдал, рельс г.м)","2020-I",55.24
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-I",3
"Бусад","2020-I",101.7
"Зорчигчид, мянган хүн","2020-I",444.83
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-I",9.21
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-I",435.62
"Зорчигч эргэлт, сая хүн километр","2020-I",148.5
"Шилжүүлсэн сая тонн километр","2020-I",4595.5
"Тээврийн орлого, сая төгрөг","2020-I",174027.84
"Тээсэн ачаа, мянган тонн","2020-03",2356.13
"Тээсэн ачаа, мянган тонн - дотоодод","2020-03",858.1
"Тээсэн ачаа, мянган тонн - гаргалт","2020-03",1017.57
"Тээсэн ачаа, мянган тонн - оруулалт","2020-03",189.22
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-03",291.24
"Ачаа эргэлт, сая тонн километр","2020-03",1489.59
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-03",245.56
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-03",822.97
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-03",97.78
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-03",323.27
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-03",1875.68
"Уул уурхайн бүтээгдэхүүн","2020-03",1657.51
"Нүүрс","2020-03",851.83
"Нефть, нефтийн бүтээгдэхүүн","2020-03",40.19
"Жонш, жоншны баяжмал","2020-03",47.49
"Зэс болон молибдений баяжмал","2020-03",53.03
"Төмрийн хүдэр","2020-03",638.88
"Цайрын баяжмал","2020-03",10.46
"Бусад","2020-03",15.64
"Барилгын материал","2020-03",75.62
"Мод, модон материал","2020-03",12.17
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-03",13.97
"Түргэн муудах бүтээгдэхүүн","2020-03",0.45
"ХАА-н гаралтай бүтээгдэхүүн","2020-03",29.59
"Хар төмөр (хаягдал, рельс г.м)","2020-03",37.67
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-03",1.46
"Бусад","2020-03",47.24
"Зорчигчид, мянган хүн","2020-03",99.04
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-03",0.79
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-03",98.24
"Зорчигч эргэлт, сая хүн километр","2020-03",27.42
"Шилжүүлсэн сая тонн километр","2020-03",1517.01
"Тээврийн орлого, сая төгрөг","2020-03",58975.92
"Тээсэн ачаа, мянган тонн","2020-04",2395.68
"Тээсэн ачаа, мянган тонн - дотоодод","2020-04",819.6
"Тээсэн ачаа, мянган тонн - гаргалт","2020-04",958.53
"Тээсэн ачаа, мянган тонн - оруулалт","2020-04",258.43
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-04",359.12
"Ачаа эргэлт, сая тонн километр","2020-04",1545.39
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-04",244.89
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-04",784.07
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-04",117.81
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-04",398.63
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-04",1778.12
"Уул уурхайн бүтээгдэхүүн","2020-04",1486.78
"Нүүрс","2020-04",631.09
"Нефть, нефтийн бүтээгдэхүүн","2020-04",48.11
"Жонш, жоншны баяжмал","2020-04",65.1
"Зэс болон молибдений баяжмал","2020-04",50.13
"Төмрийн хүдэр","2020-04",653.81
"Цайрын баяжмал","2020-04",12.89
"Бусад","2020-04",25.64
"Барилгын материал","2020-04",160.77
"Мод, модон материал","2020-04",8.33
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-04",16.38
"Түргэн муудах бүтээгдэхүүн","2020-04",0.3
"ХАА-н гаралтай бүтээгдэхүүн","2020-04",16.83
"Хар төмөр (хаягдал, рельс г.м)","2020-04",37.04
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-04",3.22
"Бусад","2020-04",48.47
"Зорчигчид, мянган хүн","2020-04",107.48
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-04",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-04",107.48
"Зорчигч эргэлт, сая хүн километр","2020-04",29.83
"Шилжүүлсэн сая тонн километр","2020-04",1575.22
"Тээврийн орлого, сая төгрөг","2020-04",61840.04
"Тээсэн ачаа, мянган тонн","2020-05",2530.3
"Тээсэн ачаа, мянган тонн - дотоодод","2020-05",923.15
"Тээсэн ачаа, мянган тонн - гаргалт","2020-05",979.05
"Тээсэн ачаа, мянган тонн - оруулалт","2020-05",243.89
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-05",384.21
"Ачаа эргэлт, сая тонн километр","2020-05",1680.35
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-05",289.36
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-05",841.57
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-05",122.95
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-05",426.48
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-05",1902.2
"Уул уурхайн бүтээгдэхүүн","2020-05",1464.64
"Нүүрс","2020-05",571.12
"Нефть, нефтийн бүтээгдэхүүн","2020-05",52.32
"Жонш, жоншны баяжмал","2020-05",41.42
"Зэс болон молибдений баяжмал","2020-05",54.1
"Төмрийн хүдэр","2020-05",694.63
"Цайрын баяжмал","2020-05",8.53
"Бусад","2020-05",42.52
"Барилгын материал","2020-05",271.47
"Мод, модон материал","2020-05",9.09
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-05",15.17
"Түргэн муудах бүтээгдэхүүн","2020-05",0.4
"ХАА-н гаралтай бүтээгдэхүүн","2020-05",26.91
"Хар төмөр (хаягдал, рельс г.м)","2020-05",36.8
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-05",1.81
"Бусад","2020-05",75.9
"Зорчигчид, мянган хүн","2020-05",152.67
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-05",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-05",152.67
"Зорчигч эргэлт, сая хүн километр","2020-05",42.85
"Шилжүүлсэн сая тонн километр","2020-05",1723.19
"Тээврийн орлого, сая төгрөг","2020-05",65998.96
"Тээсэн ачаа, мянган тонн","2020-II",7294.09
"Тээсэн ачаа, мянган тонн - дотоодод","2020-II",2579.93
"Тээсэн ачаа, мянган тонн - гаргалт","2020-II",2823.62
"Тээсэн ачаа, мянган тонн - оруулалт","2020-II",788.04
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-II",1102.5
"Ачаа эргэлт, сая тонн километр","2020-II",4744.22
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-II",792.74
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-II",2343.26
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-II",384.45
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-II",1223.77
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-II",5403.55
"Уул уурхайн бүтээгдэхүүн","2020-II",4228.62
"Нүүрс","2020-II",1680.63
"Нефть, нефтийн бүтээгдэхүүн","2020-II",145.15
"Жонш, жоншны баяжмал","2020-II",175.38
"Зэс болон молибдений баяжмал","2020-II",158.46
"Төмрийн хүдэр","2020-II",1938.08
"Цайрын баяжмал","2020-II",29.76
"Бусад","2020-II",101.16
"Барилгын материал","2020-II",736.32
"Мод, модон материал","2020-II",31.38
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-II",50.99
"Түргэн муудах бүтээгдэхүүн","2020-II",0.97
"ХАА-н гаралтай бүтээгдэхүүн","2020-II",63.67
"Хар төмөр (хаягдал, рельс г.м)","2020-II",107.64
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-II",7.19
"Бусад","2020-II",176.78
"Зорчигчид, мянган хүн","2020-II",442.78
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-II",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-II",442.78
"Зорчигч эргэлт, сая хүн километр","2020-II",123.59
"Шилжүүлсэн сая тонн километр","2020-II",4867.81
"Тээврийн орлого, сая төгрөг","2020-II",192087.61
"Тээсэн ачаа, мянган тонн","2020-06",2368.11
"Тээсэн ачаа, мянган тонн - дотоодод","2020-06",837.18
"Тээсэн ачаа, мянган тонн - гаргалт","2020-06",886.04
"Тээсэн ачаа, мянган тонн - оруулалт","2020-06",285.72
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-06",359.16
"Ачаа эргэлт, сая тонн километр","2020-06",1518.48
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-06",258.5
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-06",717.63
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-06",143.69
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-06",398.67
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-06",1723.23
"Уул уурхайн бүтээгдэхүүн","2020-06",1277.2
"Нүүрс","2020-06",478.43
"Нефть, нефтийн бүтээгдэхүүн","2020-06",44.72
"Жонш, жоншны баяжмал","2020-06",68.86
"Зэс болон молибдений баяжмал","2020-06",54.23
"Төмрийн хүдэр","2020-06",589.64
"Цайрын баяжмал","2020-06",8.34
"Бусад","2020-06",32.99
"Барилгын материал","2020-06",304.08
"Мод, модон материал","2020-06",13.95
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-06",19.44
"Түргэн муудах бүтээгдэхүүн","2020-06",0.27
"ХАА-н гаралтай бүтээгдэхүүн","2020-06",19.93
"Хар төмөр (хаягдал, рельс г.м)","2020-06",33.8
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-06",2.16
"Бусад","2020-06",52.4
"Зорчигчид, мянган хүн","2020-06",182.63
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-06",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-06",182.63
"Зорчигч эргэлт, сая хүн километр","2020-06",50.92
"Шилжүүлсэн сая тонн километр","2020-06",1569.4
"Тээврийн орлого, сая төгрөг","2020-06",64248.62
"Тээсэн ачаа, мянган тонн","2020-07",2485.31
"Тээсэн ачаа, мянган тонн - дотоодод","2020-07",805.75
"Тээсэн ачаа, мянган тонн - гаргалт","2020-07",991.25
"Тээсэн ачаа, мянган тонн - оруулалт","2020-07",276.04
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-07",412.27
"Ачаа эргэлт, сая тонн километр","2020-07",1687.24
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-07",282.7
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-07",818.88
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-07",128.04
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-07",457.62
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-07",1797
"Уул уурхайн бүтээгдэхүүн","2020-07",1388.63
"Нүүрс","2020-07",489.65
"Нефть, нефтийн бүтээгдэхүүн","2020-07",45.26
"Жонш, жоншны баяжмал","2020-07",51.67
"Зэс болон молибдений баяжмал","2020-07",57.09
"Төмрийн хүдэр","2020-07",699.72
"Цайрын баяжмал","2020-07",9.82
"Бусад","2020-07",35.43
"Барилгын материал","2020-07",270.9
"Мод, модон материал","2020-07",14.05
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-07",19.63
"Түргэн муудах бүтээгдэхүүн","2020-07",0.62
"ХАА-н гаралтай бүтээгдэхүүн","2020-07",5.3
"Хар төмөр (хаягдал, рельс г.м)","2020-07",43.3
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-07",2.21
"Бусад","2020-07",52.35
"Зорчигчид, мянган хүн","2020-07",247.57
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-07",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-07",247.57
"Зорчигч эргэлт, сая хүн километр","2020-07",69.57
"Шилжүүлсэн сая тонн километр","2020-07",1756.81
"Тээврийн орлого, сая төгрөг","2020-07",70845.97
"Тээсэн ачаа, мянган тонн","2020-08",2603.65
"Тээсэн ачаа, мянган тонн - дотоодод","2020-08",957.15
"Тээсэн ачаа, мянган тонн - гаргалт","2020-08",954.95
"Тээсэн ачаа, мянган тонн - оруулалт","2020-08",270.97
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-08",420.57
"Ачаа эргэлт, сая тонн километр","2020-08",1736.59
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-08",333.99
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-08",808.39
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-08",127.38
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-08",466.83
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-08",1912.1
"Уул уурхайн бүтээгдэхүүн","2020-08",1431.57
"Нүүрс","2020-08",537.69
"Нефть, нефтийн бүтээгдэхүүн","2020-08",53.36
"Жонш, жоншны баяжмал","2020-08",64.4
"Зэс болон молибдений баяжмал","2020-08",55.44
"Төмрийн хүдэр","2020-08",673.51
"Цайрын баяжмал","2020-08",11.19
"Бусад","2020-08",35.98
"Барилгын материал","2020-08",324.9
"Мод, модон материал","2020-08",13.95
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-08",13.01
"Түргэн муудах бүтээгдэхүүн","2020-08",0.73
"ХАА-н гаралтай бүтээгдэхүүн","2020-08",3.42
"Хар төмөр (хаягдал, рельс г.м)","2020-08",50.26
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-08",3.23
"Бусад","2020-08",71.03
"Зорчигчид, мянган хүн","2020-08",281.52
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-08",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-08",281.52
"Зорчигч эргэлт, сая хүн километр","2020-08",79.77
"Шилжүүлсэн сая тонн километр","2020-08",1816.36
"Тээврийн орлого, сая төгрөг","2020-08",70889.7
"Тээсэн ачаа, мянган тонн","2020-III",7741.79
"Тээсэн ачаа, мянган тонн - дотоодод","2020-III",2827.14
"Тээсэн ачаа, мянган тонн - гаргалт","2020-III",2871.22
"Тээсэн ачаа, мянган тонн - оруулалт","2020-III",786.98
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-III",1256.45
"Ачаа эргэлт, сая тонн километр","2020-III",5105.41
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-III",944.35
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-III",2392.77
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-III",373.63
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-III",1394.66
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-III",5698.36
"Уул уурхайн бүтээгдэхүүн","2020-III",4361.74
"Нүүрс","2020-III",1728.42
"Нефть, нефтийн бүтээгдэхүүн","2020-III",142.27
"Жонш, жоншны баяжмал","2020-III",175.98
"Зэс болон молибдений баяжмал","2020-III",162.16
"Төмрийн хүдэр","2020-III",2036.94
"Цайрын баяжмал","2020-III",36.05
"Бусад","2020-III",79.93
"Барилгын материал","2020-III",902.2
"Мод, модон материал","2020-III",38.44
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-III",47.25
"Түргэн муудах бүтээгдэхүүн","2020-III",4.43
"ХАА-н гаралтай бүтээгдэхүүн","2020-III",15.5
"Хар төмөр (хаягдал, рельс г.м)","2020-III",126.34
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-III",7.65
"Бусад","2020-III",194.81
"Зорчигчид, мянган хүн","2020-III",750.26
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-III",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-III",750.26
"Зорчигч эргэлт, сая хүн километр","2020-III",212.35
"Шилжүүлсэн сая тонн километр","2020-III",5317.76
"Тээврийн орлого, сая төгрөг","2020-III",210174.35
"Тээсэн ачаа, мянган тонн","2020-09",2652.83
"Тээсэн ачаа, мянган тонн - дотоодод","2020-09",1064.23
"Тээсэн ачаа, мянган тонн - гаргалт","2020-09",925.02
"Тээсэн ачаа, мянган тонн - оруулалт","2020-09",239.98
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-09",423.61
"Ачаа эргэлт, сая тонн километр","2020-09",1681.58
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-09",327.65
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-09",765.5
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-09",118.21
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-09",470.21
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-09",1989.25
"Уул уурхайн бүтээгдэхүүн","2020-09",1541.54
"Нүүрс","2020-09",701.08
"Нефть, нефтийн бүтээгдэхүүн","2020-09",43.65
"Жонш, жоншны баяжмал","2020-09",59.91
"Зэс болон молибдений баяжмал","2020-09",49.64
"Төмрийн хүдэр","2020-09",663.72
"Цайрын баяжмал","2020-09",15.03
"Бусад","2020-09",8.51
"Барилгын материал","2020-09",306.4
"Мод, модон материал","2020-09",10.44
"Хүнсний өргөн хэрэглээний бүтээгдэхүүн","2020-09",14.62
"Түргэн муудах бүтээгдэхүүн","2020-09",3.09
"ХАА-н гаралтай бүтээгдэхүүн","2020-09",6.78
"Хар төмөр (хаягдал, рельс г.м)","2020-09",32.78
"Үйлдвэрийн машин, тоног төхөөрөмж, багаж хэрэгсэл","2020-09",2.2
"Бусад","2020-09",71.42
"Зорчигчид, мянган хүн","2020-09",221.17
"Зорчигчид, мянган хүн - олон улсад зорчсон","2020-09",0
"Зорчигчид, мянган хүн - дотоодод зорчсон","2020-09",221.17
"Зорчигч эргэлт, сая хүн километр","2020-09",63.01
"Шилжүүлсэн сая тонн километр","2020-09",1744.58
"Тээврийн орлого, сая төгрөг","2020-09",68438.68
"Тээсэн ачаа, мянган тонн","2020-10",2748.62
"Тээсэн ачаа, мянган тонн - дотоодод","2020-10",1154.08
"Тээсэн ачаа, мянган тонн - гаргалт","2020-10",946.94
"Тээсэн ачаа, мянган тонн - оруулалт","2020-10",254.29
"Тээсэн ачаа, мянган тонн - дамжин өнгөрөх","2020-10",393.32
"Ачаа эргэлт, сая тонн километр","2020-10",1690.78
"Ачаа эргэлт, сая тонн километр - дотоодын","2020-10",336.27
"Ачаа эргэлт, сая тонн километр - гаргалт","2020-10",790.2
"Ачаа эргэлт, сая тонн километр - оруулалт","2020-10",127.74
"Ачаа эргэлт, сая тонн километр - дамжин өнгөрөх","2020-10",436.57
"Дотоодод болон гадаадад тээвэрлэсэн ачаа, мянган тонн","2020-10",2101.02
"Уул уурхайн бүтээгдэхүүн","2020-10",1661.9
"Нүүрс","2020-10",786.05
"Нефть, нефтийн бүтээгдэхүүн","2020-10",51.7
